caseref;category;type;country;q;responsible;dead;expire_date;alt_ref;notes;parent_caseref;parent_country;container_caseref;container_country;title;title_official;abstract;description;client_name;client_ref;applicant1_name;applicant2_name;inventor1_name;inventor1_company;inventor2_name;inventor2_company;inventor3_name;inventor3_company;inventor4_name;inventor4_company;inventor5_name;inventor5_company;inventor6_name;inventor6_company;inventor7_name;inventor7_company;inventor8_name;inventor8_company;inventor9_name;inventor9_company;agent_name;agent_ref;filing_date;filing_number;priority_date;priority_country;priority_number;publication_date;publication_number;grant_date;grant_number;entry_date;examination_date;
011398.00127;;;JP;;fz.ye;1;;;;011398.00147\JP;;;;Smart and robust wall socket with integrated universal serial bus (USB);;;A smart electric plug is protected by an overheat protection circuit. A smart electrical plug (100a) supports one or more electrical outlets and one or more universal serial bus (USB) outlets for charging electrical devices. The power consumed through one or more electrical outlets is measured individually or in combination and reported via a wireless communication channel. Smart electrical plugs are implemented by a plurality of printed circuit board assemblies and are distributed within the housing to reduce the effects of heat dissipation. Smart electrical plugs further reduce heat dissipation through the use of one or more electrical circuit techniques. ;Computime Ltd;;;;YILMAZ Hamza;;CHOI Hung Bun;;HO Michael;;XU Jerry;;ZHOU FP;;TAO Tom;;CHEN ZH;;LIU Kevin;;;;Banner & Witcoff ;011398.00147\JP;6/8/2018; JP2018147601A;;;;22/3/2019;JP2019047717A;;;;;
011398.00127;;;TW;;fz.ye;0;;;;011398.00146\TW;;;;Smart and Robust Wall Socket with Integrated Universal Serial Bus (USB);;;A smart electrical plug supports one or more electrical outlets and one or more universal serial bus (USB) outlets for charging electrical devices. Electrical power consumed through the one or more electrical outlets may be measured individually or in combination and reported via a wireless communication channel. The smart electrical plug may be implemented by a plurality of printed circuit board assemblies and distributed within a housing to reduce the effects of heat dissipation. The smart electrical plug may further reduce heat dissipation by utilizing one or more electrical circuit approaches.;Computime Ltd;;;;YILMAZ Hamza;;CHOI Hung Bun;;HO Michael;;XU Jerry;;ZHOU FP;;TAO Tom;;CHEN ZH;;LIU Kevin;;;;Banner & Witcoff ;011398.00146\TW;24/7/2018;TW107125547A;;;;1/5/2019;TW201917989A;;;;;
011398.00127;;;EP;;fz.ye;0;22/8/2038;;;011398.00143\EP;;;;Smart and Robust Wall Socket with Integrated Universal Serial Bus (USB);;;A smart electrical plug supports one or more electrical outlets and one or more universal serial bus (USB) outlets for charging electrical devices. Electrical power consumed through the one or more electrical outlets may be measured individually or in combination and reported via a wireless communication channel. The smart electrical plug may be implemented by a plurality of printed circuit board assemblies and distributed within a housing to reduce the effects of heat dissipation. The smart electrical plug may further reduce heat dissipation by utilizing one or more electrical circuit approaches.;Computime Ltd;;;;YILMAZ Hamza;;CHOI Hung Bun;;HO Michael;;XU Jerry;;ZHOU FP;;TAO Tom;;CHEN ZH;;LIU Kevin;;;;Banner & Witcoff ;011398.00143\EP;22/8/2018;18190287.5;;;;6/3/2019;EP3451480;5/10/2022;EP3451480B1;;;
011398.00127;PAT;;CN;;fz.ye;0;24/7/2038;;;011398.00145\CN;;;;SMART AND ROBUST WALL SOCKET WITH INTEGRATED UNIVERSAL SERIAL BUS (USB) 具有集成的通用串行总线（USB）的智能且稳健的墙面插座  ;;;一种智能电气插头支持用于对电气装置进行充电的一个或多个电气插孔及一个或多个通用串行总线(USB)插孔。可个别或结合地测量经由一个或多个电气插孔所消耗的电力并通过无线通信信道进行上报。可通过复数个印刷电路板组件实现智能电气插头，智能电气插头分散于壳体内以减少热耗散效应。智能电气插头可通过利用一个或多个电路途径来进一步减少热耗散。;金宝通电子（深圳）有限公司;;;;YILMAZ Hamza;;蔡鴻彬;;何志誠;;徐松;;周芳平;;陶自榮;;陳澤洪;;劉益龍;;;;深圳市惠邦知识产权代理事务所;011398.00145\CN;24/7/2018;2018108228103;;;;5/3/2019;CN109428247A;21/9/2021;2018108228103;;;
011398.00127;;;HK;;fz.ye;0;24/7/2026;;;011398.00164\HK;;;;Smart and Robust Wall Socket with Integrated Universal Serial Bus (USB) 具有集成的通用串行總線(USB)的智能且穩健的牆面插座;;;一种智能电气插头支持用于对电气装置进行充电的一个或多个电气插孔及一个或多个通用串行总线(USB)插孔。可个别或结合地测量经由一个或多个电气插孔所消耗的电力并通过无线通信信道进行上报。可通过复数个印刷电路板组件实现智能电气插头，智能电气插头分散于壳体内以减少热耗散效应。智能电气插头可通过利用一个或多个电路途径来进一步减少热耗散。;Computime Ltd;;;;YILMAZ Hamza;;蔡鴻彬;;何志誠;;徐松;;周芳平;;陶自榮;;陳澤洪;;劉益龍;;;;HKIPA Limited;011398.00164\HK;17/6/2019;19125365.7;;;;4/3/2022;HK40001780;4/3/2022;HK40001780;;;
78412649;PAT;;US;;fz.ye;0;6/5/2040;;;011398.00181\US;;;;Temperature Compensation For An Electronic Thermostat;;;An aspect of the embodiments provides a compensation for the temperature rise effect on the printed circuit board (PCB) of an electronic thermostat to obtain better precision and performance. Once the measurements from the temperature sensors have stabilized, the compensated ambient temperature may be used by an associated system (for example, a Heating, Ventilation, and Air Conditioning (HVAC) system).;Computime Ltd;;;;NG Yau Wai;;CHOI Hung Bun;;CHU Chun Kit;;;;;;;;;;;;;;Banner & Witcoff ;011398.00181\US;6/5/2020;16/867782;;;;11/11/2021;US 20210349485 A1;12/7/2022;11385665;;;
;;;EP;;fz.ye;0;;;;011398.00236\EP;;;;Temperature Compensation For An Electronic Thermostat;;;Electronic thermostats are expanding to a higher integration of services that includes, for example, the integration of a home Internet-of-Things (IoT) gateway, local rule control, local machine learning capability, and higher resolution thin-film transistor (TFT) display. However, the required incorporation of higher processing power control units and/or large display typically results in a higher heat dissipation of electronic components, thus increasing the temperature around the components of an electronic thermostat. The system heat dissipation consequently degrades the accuracy of the on-board temperature sensors. An aspect of the embodiments provides a compensation for the temperature rise effect on the printed circuit board (PCB) of the electronic thermostat to obtain better precision and performance. Once the measurements from the temperature sensors have stabilized, the compensated ambient temperature may be used by an associated system (for example, a HVAC system).;Computime Ltd;;;;NG Yau Wai;;CHOI Hung Bun;;CHU Chun Kit;;;;;;;;;;;;;;Banner & Witcoff ;011398.00236\EP;4/5/2021;21800420.8;;;;15/3/2023;EP4147019;;;;;
11398.00235;PAT;;CN;;fz.ye;0;;;;011398.00235\CN;;;;Temperature Compensation for an Electronic Thermostat 用于电子恒温器的温度补偿;;;电子恒温器正向更高的服务集成扩展，该服务集成包括例如家庭物联网(IoT)网关、本地规则控制、本地机器学习能力和更高分辨率的薄膜晶体管(TFT)显示器的集成。然而，对更高处理能力的控制单元和/或大显示器的所需结合通常会导致电子部件的更高的散热，从而增加电子恒温器的部件周围的温度。系统散热因此会降低机载温度传感器的准确性。各实施方案的一方面提供了对电子恒温器的印刷电路板(PCB)上的升温效应的补偿，以获得更好的精度和性能。一旦来自这些温度传感器的测量结果已经稳定，所补偿的环境温度就可以由相关联的系统(例如，HVAC系统)使用。;金宝通有限公司;;;;吴有慧;;蔡鸿彬;;朱俊杰;;;;;;;;;;;;;;北京安信方达知识产权代理有限公司;011398.00235\CN;1/11/2022;2021800324600 ;;;;;CN115605733A;;;;;
11398.00205;;;WO;;fz.ye;1;;;;11398.00235\US;;;;"Temperature compensation for an electronic thermostat
Abstract";;;Electronic thermostats are expanding to a higher integration of services that includes, for example, the integration of a home Internet-of-Things (IoT) gateway, local rule control, local machine learning capability, and higher resolution thin-film transistor (TFT) display. However, the required incorporation of higher processing power control units and/or large display typically results in a higher heat dissipation of electronic components, thus increasing the temperature around the components of an electronic thermostat. The system heat dissipation consequently degrades the accuracy of the on-board temperature sensors. An aspect of the embodiments provides a compensation for the temperature rise effect on the printed circuit board (PCB) of the electronic thermostat to obtain better precision and performance. Once the measurements from the temperature sensors have stabilized, the compensated ambient temperature may be used by an associated system (for example, a HVAC system).;Computime Ltd;;;;NG Yau Wai;;CHOI Hung Bun;;CHU Chun Kit;;;;;;;;;;;;;;Banner & Witcoff ;11398.00235\US;14/6/2024;PCT/US2021/030583;;;;13/1/2023;WO2021226029A1;;;;;
66290227;;;US;;fz.ye;0;11/7/2038;;;011398.00141\US;;;;Temperature Delta Control For A Hydronic Heating/Cooling System;;;A controller assembly controls water flow through individual emitters of a heating/cooling system based on a temperature setpoint and room temperature indicator obtained from an associated thermostat. The controller assembly provides delta temperature room control using a high precision movement actuator fitted with two pipe temperature sensors to power modulate individual radiators, underfloor heating circuits or fan-coils to provide energy efficiency for individual room heating/cooling control. Based on the temperature difference between the room temperature and the setpoint the controller assembly controls water flow through the emitter by adjusting a valve to attain a target temperature delta between the inlet and outlet of the emitter. As the room temperature approaches the setpoint so that the temperature difference decreases, the power output of the emitter is modulated to achieve desirable performance characteristics.;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00141\US;25/4/2018;15/962437;;;;31/10/2019;US 20190331349 A1;7/1/2020;10527296;;;
011398.00141;;;EP;;fz.ye;0;25/4/2039;;;011398.00155\EP;;;;Temperature Delta Control for a Hydronic Heating/Cooling System;;;A controller assembly controls water flow through individual emitters of a heating/cooling system based on a temperature setpoint and room temperature indicator obtained from an associated thermostat. The controller assembly provides delta temperature room control using a high precision movement actuator fitted with two pipe temperature sensors to power modulate individual radiators, underfloor heating circuits or fan-coils to provide energy efficiency for individual room heating/cooling control. Based on the temperature difference between the room temperature and the setpoint the controller assembly controls water flow through the emitter by adjusting a valve to attain a target temperature delta between the inlet and outlet of the emitter. As the room temperature approaches the setpoint so that the temperature difference decreases, the power output of the emitter is modulated to achieve desirable performance characteristics.A controller assembly controls water flow through individual emitters of a heating/cooling system based on a temperature setpoint and room temperature indicator obtained from an associated thermostat. The controller assembly provides delta temperature room control using a high precision movement actuator fitted with two pipe temperature sensors to power modulate individual radiators, underfloor heating circuits or fan-coils to provide energy efficiency for individual room heating/cooling control. Based on the temperature difference between the room temperature and the setpoint the controller assembly controls water flow through the emitter by adjusting a valve to attain a target temperature delta between the inlet and outlet of the emitter. As the room temperature approaches the setpoint so that the temperature difference decreases, the power output of the emitter is modulated to achieve desirable performance characteristics.;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00155\EP;25/4/2019;19171229.8;;;;30/10/2019;EP3561399;17/8/2022; EP3561399B1;;;
011398.00141;PAT;;CN;;fz.ye;0;24/4/2039;;;011398.00156\CN;;;;Temperature Delta Control for a Hydronic Heating/Cooling System 用于液体循环供暖/致冷系统的温度变化量控制;;;一种控制器组件，其基于从相关联的恒温器获得的温度设定值和室温指示来控制通过供暖/致冷系统的各个发射器的水流。所述控制器组件使用装配有两个管道温度传感器的高精度运动致动器提供变化量温度房间控制来对各个散热器、地板下供暖回路或风机盘管进行功率调制，以为各个房间供暖/致冷控制提供能量效率。基于室温与设定值之间的温度差，所述控制器组件通过调节阀来控制通过发射器的水流，以达到发射器的入口与出口之间的目标温度变化量。随着室温接近设定值以使得温度差减小，调制发射器的功率输出以实现所期望的性能特性。;金宝通电子（深圳）有限公司;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;深圳市惠邦知识产权代理事务所;011398.00156\CN;24/4/2019;2019103353559;;;;1/11/2019;CN110397981A;13/7/2021;2019103353559;;;
011398.00141;;;HK;;fz.ye;0;23/4/2039;;;011398.00174\HK;;;;Temperature Delta Control for a Hydronic Heating/Cooling System 用於液體循環供暖/致冷系統的溫度變化量控制;;;一种控制器组件，其基于从相关联的恒温器获得的温度设定值和室温指示来控制通过供暖/致冷系统的各个发射器的水流。所述控制器组件使用装配有两个管道温度传感器的高精度运动致动器提供变化量温度房间控制来对各个散热器、地板下供暖回路或风机盘管进行功率调制，以为各个房间供暖/致冷控制提供能量效率。基于室温与设定值之间的温度差，所述控制器组件通过调节阀来控制通过发射器的水流，以达到发射器的入口与出口之间的目标温度变化量。随着室温接近设定值以使得温度差减小，调制发射器的功率输出以实现所期望的性能特性。;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;HKIPA Limited;011398.00174\HK;28/2/2020;42020003504.6;;;;14/8/2020;HK40013758;18/2/2022;HK40013758;;;
;DSG;;EP;;fz.ye;0;;;;CPT0304-EP;;;;Thermostat;;;;;;;;Michael Lam;;;;;;;;;;;;;;;;;;KASHA LAW LLC;CPT0304-EP;13/2/2024;015050210-0001;;;;;;;;;;
;DSG;;UK;;fz.ye;0;;;;CPT0304-UK;;;;Thermostat;;;;;;;;;;;;;;;;;;;;;;;;;;KASHA LAW LLC;CPT0304-UK;9/2/2024;6345942 ;;;;;;;;;;
;;;US;;fz.ye;0;;;;CPT0304-D;;;;Thermostat ;;;;Computime Ltd;;;;LAM Ching Bo;;;;;;;;;;;;;;;;;;Kasha Law LLC;CPT0304-D;11/8/2023;29/909,826;;;;28/1/2025;USD1059188S1;28/1/2025;D1059188;;;
011398.00059;;;UK;;fz.ye;0;16/10/2029;;;011398.00097\GB;;;;Thermostat status notification through a network;;;The present invention provides apparatuses and computer readable media for obtaining status information from a heating, ventilating, and air conditioning (HVAC) system and sending the status information to a remote networked device using a data container. A thermostat obtains status 5 information from a HVAC system, associates the status information with a corresponding index number, and includes the index number and HVAC information in a data container. The data container can assume different forms, including a customer-defined cluster or a publicly accessible cluster. The HVAC information may be encoded so that the HVAC information can be included as an attribute of the publicly accessible cluster. HVAC information may include relay status of a relay in 10 the HVAC system. The relay is identified by an index number that is included in an attribute. A networked device typically receives the HVAC information from the thermostat in at least one data container.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;HUANG Hao-Hui;;;;;;;;;;;;Banner & Witcoff ;011398.00097\GB;10/3/2011;"	GB1104075.5";;;;18/7/2012;"	GB2487254";19/11/2014;GB2487254;;;
42106251;;;US;;fz.ye;0;11/5/2029;;;011398.00059\US;;;;Thermostat status notification through a network;;;The present invention provides apparatuses and computer readable media for obtaining status information from a heating, ventilating, and air conditioning (HVAC) system and sending the status information to a remote networked device using a data container. A thermostat obtains status information from a HVAC system, associates the status information with a corresponding index number, and includes the index number and HVAC information in a data container. The data container can assume different forms, including a customer-defined cluster or a publicly accessible cluster. The HVAC information may be encoded so that the HVAC information can be included as an attribute of the publicly accessible cluster. HVAC information may include relay status of a relay in the HVAC system. The relay is identified by an index number that is included in an attribute. A networked device typically receives the HVAC information from the thermostat in at least one data container.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;HUANG Hao-Hui;;;;;;;;;;;;Banner & Witcoff ;011398.00059\US;17/10/2008;12/253561;;;;22/4/2010;US 20100100358 A1;10/5/2011;7941530;;;
011398.00203;;PRO;US;;fz.ye;0;18/1/2023;;;011398.00203\US;;;;Thermostat with Detachable Dial Control;;;;Computime Ltd;;;;;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00203\US;18/1/2022;63/300323;;;;;;;;;;
"011398.00203
011398.00241";;PRO;EP;;fz.ye;0;;;;011398.00246\EP;;;;Thermostat with Detachable Dial Control;;;A thermostat comprises a detachable dial control unit that may be positioned with an anchoring component. The anchoring component may assume different forms including a wall plate, a wireless recharging dock, or a headless control unit/wall mounted unit that serve different needs of a user. The detachable dial control unit may be removed while still allowing the user to change thermostatic settings of a heating, ventilation, and air conditioning (HVAC) system by rotating an outer ring indicative of thermostatic information and sending the information to a headless control unit/wall mounted unit via a wireless communication channel. To facilitate alignment of the detachable dial control unit with the anchoring component, each may comprise a plurality of alignment magnets having a magnetic polarity pattern. Also, a wireless charging dock and headless control unit/wall mounted unit may recharge the detachable dial control unit via an activated electromagnetic induction path.;Computime Ltd;;;;SHUM Wai Yin;;LAM Kam Yuen;;LAM Ching Bo;;;;;;;;;;;;;;Eisenführ Speiser;011398.00246\EP;1/12/2023;"	23151297.1";;;;12/1/2023;EP4212981B1;14/5/2025;EP4212981B1;;;
 63/300,32;;;EP;;fz.ye;0;;;; 011398.00258\EP;;;;Thermostat with Detachable Dial Control;;;"A wall mounted unit (101) of a thermostat (100) for controlling a heating, ventilation, and air conditioning (HVAC) system, the wall mounted unit (101) configured to: be mounted on a wall, and attach to a detachable dial control unit (102) that is capable of being detached from the wall mounted unit (101) while enabling a user to enter thermostatic information through the detachable dial control unit (102), the wall mounted unit (101) comprising: at least one terminal connector configured to connect to the HVAC system; a first wireless receiver configured to receive, from a first wireless transmitter of the detachable dial control unit (102) via a wireless duplex communication channel, the thermostatic information; a wireless recharging circuit (604) configured to recharge a rechargeable battery of the detachable dial control unit (102) via an electromagnetic induction path (452); and a Hall effect sensor (602) configured to, in response to an activation magnet of the detachable dial control unit (102) being within a predetermined distance from the Hall effect sensor (602), output a signal to initiate an activation of the wireless recharging circuit (604).";Computime Ltd;;;;SHUM Wai Yin ;;LAM Kam Yuen;;HA WL;;LAM Ching Bo;;;;;;;;;;;;Eisenführ Speiser; 011398.00258\EP;1/12/2023;25175991.6;;;;10/1/2025;EP4624818;;;;;
84943488;;PRO;US;;fz.ye;0;;;;011398.00241\US;;;;Thermostat with Detachable Dial Control ;;;A thermostat includes a detachable dial control unit that may be positioned with an anchoring component. The anchoring component may assume different forms including a wall plate, a wireless recharging dock, or a headless control unit/wall mounted unit that serve different needs of a user. The detachable dial control unit may be removed while still allowing the user to change thermostatic settings of a heating, ventilation, and air conditioning (HVAC) system by rotating an outer ring indicative of thermostatic information and sending the information to a headless control unit/wall mounted unit via a wireless communication channel. To facilitate alignment of the detachable dial control unit with the anchoring component, each may include a plurality of alignment magnets having a magnetic polarity pattern. Also, a wireless charging dock and headless control unit/wall mounted unit may recharge the detachable dial control unit via an activated electromagnetic induction path.;Computime Electronics Shenzhen Co Ltd;;;;SHUM Wai Yin  ;;LAM Kam Yuen;;LAM Ching Bo;;;;;;;;;;;;;;Banner & Witcoff ;011398.00241\US;29/12/2022;18/148069;;;;20/7/2023;US 20230228441 A1;30/9/2025;12429242 ;;;
"011398.00203
011398.00241";PAT;PRO;CN;;fz.ye;0;;;;011398.00247\CN;;;;Thermostat with Detachable Dial Control 具有可拆卸的调拨控制的恒温器;;;本申请涉及具有可拆卸的调拨控制的恒温器。一种恒温器包括可拆卸的调拨控制单元，该调拨控制单元可以与锚定部件一起定位。锚定部件可以采用不同的形式，包括壁板、无线充电坞或无显示控制单元/壁装式单元，以满足用户的不同需求。可拆卸的调拨控制单元可以被移除，同时仍然允许用户通过旋转指示恒温信息的外环并经由无线通信信道将信息发送到无显示控制单元/壁装式单元来改变加热、通风和空调(HVAC)系统的恒温设置。为了便于可拆卸的调拨控制单元与锚定部件的对准，各自可以包括具有磁极模式的多个对准磁体。此外，无线充电坞和无显示控制单元/壁装式单元可以经由激活的电磁感应路径对可拆卸的调拨控制单元进行充电。;金宝通电子（深圳）有限公司;;;;岑伟贤;;林锦源;;林青博;;;;;;;;;;;;;;北京安信方达知识产权代理有限公司;011398.00247\CN;17/1/2023;2023100926771 ;;;;;CN116466766A;;;;;
86897418;;;US;;fz.ye;0;25/11/2042;;;11398.00238;;;;Thermostatic Radiator Valve (TRV) Configurable Display;;;A thermostatic radiator valve supports a display that is configurable to display TRV information for a desired viewing direction to facilitate reading by a user, where the TRV comprises a configurable electronic display, a configuration circuit, and a processing device. The configuration circuit is capable of detecting when the TRV has been installed, determining a desired display orientation from a plurality of orientations with respect to a designated surface via a sensor in response to the detecting, and generating a display indicator indicative of the desired display orientation. The processing device is capable of receiving the display indicator and configuring the configurable electronic display to display the TRV information in the desired display orientation.;Computime Ltd;;;;HO Kam Wai Raymond ;;LAM Kam Yuen ;;LI Rui Feng;;LIU Siu Fung;;SETO Fai Keung;;SHUM Wai Yin ;;SO Chi Ming;;;;;;Banner & Witcoff ;11398.00238;15/11/2022;17/987127;;;;29/6/2023;US 20230204242 A1;4/2/2025;12215879;;;
011398.00206;;;WO;;fz.ye;0;;;;011398.00223\WO;;;;Thermostatic Radiator Valve (TRV) Configurable Display;;;;Computime Ltd;;;;;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00223\WO;2/12/2021;PCT/CN21/134950;;;;;;;;;;
;;;EP;;fz.ye;0;;;;011398.00240\EP;;;;Thermostatic Radiator Valve (TRV) Configurable Display;;;A thermostatic radiator valve supports a display that is configurable to display TRV information for a desired viewing direction to facilitate reading by a user, where the TRV comprises a configurable electronic display, a configuration circuit, and a processing device. The configuration circuit is capable of detecting when the TRV has been installed, determining a desired display orientation from a plurality of orientations with respect to a designated surface via a sensor in response to the detecting, and generating a display indicator indicative of the desired display orientation. The processing device is capable of receiving the display indicator and configuring the configurable electronic display to display the TRV information in the desired display orientation.;Computime Ltd;;;;HO Kam Wai ;;LAM Kam Yuen;; LI Rui Feng;; LIU Siu Fung;;SETO Fai Keung;; SHUM Wai Yin;;SO Chi Ming;;;;;;"	Dehns";011398.00240\EP;1/12/2022;"	22210962.1";;;;7/6/2023;"	EP4191362";;;;;
011398.00206;;;CN;;fz.ye;1;;;;011398.00239\CN;;;;Thermostatic Radiator Valve (TRV) Configurable Display 恒温散热器阀（TRV）可配置显示器;;;本发明提供了一种恒温散热器阀，该恒温散热器阀支持可被配置为以期望查看方向显示TRV信息以便于用户读取的显示器，其中该TRV包括可配置电子显示器、配置电路和处理设备。该配置电路能够检测何时安装了该TRV，响应于该检测经由传感器从多个取向中确定相对于指定表面的期望显示取向，并且生成指示该期望显示取向的显示指示符。该处理设备能够接收该显示指示符并将该可配置电子显示器配置为以该期望显示取向显示该TRV信息。;Computime Ltd;;;;何锦威;;林锦源;;李锐锋;;廖少丰;;司徒辉强;;岑伟贤;;苏志明;;;;;;北京安信方达知识产权代理有限公司;011398.00239\CN;4/5/2021;2022115404318;;;;6/6/2023;CN116229847A;;;;;
;;;EP;;fz.ye;0;;;;011398.00250\EP;;;;Transfer Learning Model for Newly Setup Environment;;;A smart thermostatic system is disclosed that applies one or more of a reinforcement and/or adaptive learning model for a new environment with the trained model from another environment so as to initiate status of a thermostatic device. In one example, the thermostatic system uses a pretrained machine learning model that is transferred from a first thermostatic system to a second thermostatic system in a similar sub-environment. Temperature data and other data collected by the thermostatic device is used to fine-tune and train the pretrained model to learn, predict, and better adjust the operation of the thermostatic system.;Computime Ltd;;;;XU Yunjian;;HAO Liang Liang ;;MAO Shuai;; FAN Pak Ming;;CHAN Chi Lung;;HA Wai Leung ;;WONG Chi Shing Raymond;;;;;;Eisenführ Speiser;011398.00250\EP;12/12/2023;23216010.1;;;;19/6/2024;"	EP4386513";;;;;
89222127;;;US;;fz.ye;0;;;;011398.00224\US;;;;Transfer Learning Model for Newly Setup Environment;;;A smart thermostatic system is disclosed that applies one or more of a reinforcement and/or adaptive learning model for a new environment with the trained model from another environment so as to initiate status of a thermostatic device. In one example, the thermostatic system uses a pretrained machine learning model that is transferred from a first thermostatic system to a second thermostatic system in a similar sub-environment. Temperature data and other data collected by the thermostatic device is used to fine-tune and train the pretrained model to learn, predict, and better adjust the operation of the thermostatic system.;Computime Ltd;;;;XU Yunjian;;HAO Liang Liang ;;MAO Shuai;; FAN Pak Ming;;CHAN Chi Lung;;HA Wai Leung ;;WONG Chi Shing Raymond;;;;;;Banner & Witcoff ;011398.00224\US;12/12/2023;18/536538;;;;13/6/2024;20240191898;;;;;
011398.00057;;;UK;;fz.ye;0;2/9/2029;;;011398.00101\GB;;;;Updating firmware with multiple processors;;;Apparatuses, methods, and computer readable media for updating memory containing representations of computer-executable instructions in a processing system are provided. A primary processor receives original sets of computer-readable instructions and updated sets of computer-readable instructions for the processors in processor system from a host system. The sets of computer-readable instructions are stored in memory such as flash memory, where each processor in the system may utilize different sets. The primary processor then initiates updating its firmware with the corresponding updated set. If the update is unsuccessful, the primary processor reverts to the original set and the update process is terminated. Otherwise, the firmware update proceeds to the secondary processor. If the firmware update succeeds, the next secondary processor is updated. Otherwise, all of the updated processors revert to the corresponding original set of computer-readable instructions and the updating process is terminated.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00101\GB;10/3/2011;GB1104077.1;;;;27/4/2011;GB2474821;20/6/2012;GB2474821;;;
41727214;;;US;;fz.ye;0;12/1/2031;;;011398.00057\US;;;;Updating firmware with multiple processors;;;The present invention provides apparatuses, methods, and computer readable media for updating memory containing representations of computer-executable instructions in a processing system. A primary processor receives original sets of computer-readable instructions and updated sets of computer-readable instructions for the processors in processor system from a host system. The sets of computer-readable instructions are stored in memory (e.g., flash memory), where each processor in the system may utilize different sets. The primary processor then initiates updating its firmware with the corresponding updated set. If the update is unsuccessful, the primary processor reverts to the original set and the update process is terminated. Otherwise, the firmware update proceeds to the secondary processor. If the firmware update succeeds, the next secondary processor is updated. Otherwise, all of the updated processors revert to the corresponding original set of computer-readable instructions and the updating process is terminated.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00057\US;3/9/2008;12/203503;;;;4/3/2010;US 20100058316 A1;13/3/2012;8136108;;;
011398.00057;;;WO;;fz.ye;1;;;;;;;;Updating Firmware with Multiple Processors;;;Apparatuses, methods, and computer readable media for updating memory containing representations of computer-executable instructions in a processing system are provided. A primary processor receives original sets of computer-readable instructions and updated sets of computer-readable instructions for the processors in processor system from a host system. The sets of computer-readable instructions are stored in memory such as flash memory, where each processor in the system may utilize different sets. The primary processor then initiates updating its firmware with the corresponding updated set. If the update is unsuccessful, the primary processor reverts to the original set and the update process is terminated. Otherwise, the firmware update proceeds to the secondary processor. If the firmware update succeeds, the next secondary processor is updated. Otherwise, all of the updated processors revert to the corresponding original set of computer-readable instructions and the updating process is terminated.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;;;2/9/2009;PCT/CN2009/073695;;;;11/3/2010;WO2010025669A1;;;;;
011398.00057;;;DE;;fz.ye;0;2/9/2029;;;011398.00100\DE;;;;Updating Firmware with Multiple Processors;Aktualisieren einer Firmware mit mehreren Prozessoren;;"Apparatus comprising: a memory; a second processor; a communication interface; a first processor configured to: receive an initiation request for updating computer readable instructions for the apparatus executable on a plurality of processors including the first processor and the second Having processor; notifying, through the communication interface, a host system of original computer program versions assigned to the plurality of processors, a first original computer program version being assigned to the first processor and a second original computer program version being assigned to the second processor; receiving, through the communication interface, a first original set of computer readable instructions and a first updated set of computer readable instructions associated with the first processor and a second original set of comput readable instructions and a second updated set of computer readable instructions associated with the second processor; storing in memory the first original sentence, the first updated sentence, the second current sentence, and the second updated sentence; initiating an update of the first processor with the first updated set of computer readable instructions from the memory; if the first processor does not update successfully, returning to the first original set of computer readable instructions for the first processor; if the first processor successfully updates with the first updated set of computer readable instructions initiating an update of the second processor with the second updated set of computer readable instructions from the memories; andif the second processor does not update successfully, reverting to the second original set of computer readable instructions for the second processor and returning to the first original set of computer readable instructions for the first processor if the first processor succeeds in the first updated set of updated computer readable instructions.";Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00100\DE;3/3/2011;11 2009 002 207.3;;;;23/8/2012;DE112009002207;3/9/2020;DE112009002207B4;;;
